D_INTERVIEW,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104
604070406,1,1,0,0,0,0,0,0,0,1,1
604070407,0,0,0,0,0,0,0,0,0,0,0
604070408,0,0,0,0,1,0,0,1,0,0,0
604070409,0,0,0,0,0,0,0,0,0,0,0
604070410,0,0,0,0,0,0,0,0,0,0,0
604070411,0,0,0,0,0,0,0,0,0,0,0
604070412,0,0,0,0,0,0,0,0,0,0,0
604070413,0,0,0,0,0,0,0,0,0,1,0
604070414,2,0,0,0,0,0,0,1,0,0,0
604070415,0,0,0,0,0,0,0,0,0,0,0
604070416,0,0,0,0,0,0,0,0,0,0,0
604070417,0,0,0,0,0,0,0,0,0,0,0
604070418,0,2,0,0,0,2,0,0,0,0,2
604070419,0,0,0,0,0,2,0,0,0,0,0
604070420,0,0,2,0,2,0,0,0,0,0,0
604070421,0,0,1,0,0,0,0,0,0,0,0
604070422,2,1,2,0,0,0,0,2,2,2,2
604070423,0,2,0,0,0,0,0,0,0,0,1
604070424,2,0,0,0,0,0,0,0,0,0,0
604070425,0,0,1,0,0,0,0,0,0,0,0
604070426,0,0,0,0,0,0,0,0,0,0,0
604070427,0,2,0,0,0,0,0,0,0,0,0
604070428,0,0,0,0,0,0,0,0,0,0,0
604070429,0,0,0,0,0,0,0,0,0,0,0
604070430,0,1,1,0,0,0,0,0,0,1,0
604070431,1,0,0,0,0,0,0,0,0,1,1
604070432,0,0,0,0,0,0,0,0,0,0,0
604070433,1,0,0,0,0,0,0,0,0,2,1
604070434,1,0,0,0,0,0,0,0,0,0,0
604070435,0,0,0,0,0,0,0,0,0,0,0
604070436,1,1,1,0,0,0,0,0,0,0,0
604070437,2,1,1,1,0,0,0,0,0,0,1
604070438,2,1,0,0,0,0,0,0,0,0,0
604070439,2,2,0,0,1,0,0,0,0,0,0
604070440,2,0,0,0,0,0,0,0,0,0,1
604070441,2,1,2,0,0,1,0,1,0,0,1
604070442,2,1,1,0,0,1,0,0,0,0,1
604070443,0,0,0,0,1,0,0,0,0,0,0
604070444,0,0,0,0,0,0,0,0,0,0,0
604070445,1,1,0,0,0,0,0,0,0,0,0
604070446,0,0,0,0,0,0,0,0,0,0,0
604070447,1,2,0,0,2,0,0,0,0,0,0
604070448,0,0,0,0,0,0,0,0,0,0,0
604070449,0,0,0,0,0,0,0,0,0,0,0
604070450,0,0,0,0,0,0,0,0,0,0,0
604070451,1,0,0,0,0,0,0,0,0,0,0
604070452,1,0,0,0,0,0,0,0,0,0,0
604070453,0,0,2,0,0,0,0,0,0,0,0
604070454,0,2,0,0,0,0,0,0,0,0,0
604070455,0,0,0,0,0,0,0,0,0,0,0
604070456,1,0,0,0,0,0,0,0,0,0,0
604070457,2,0,0,0,0,0,0,0,0,0,0
604070458,0,0,0,0,0,0,0,0,0,0,0
604070459,0,0,0,0,0,0,0,0,0,0,0
604070460,0,1,0,0,0,0,0,0,0,0,0
604070461,2,0,0,0,0,0,0,0,0,0,0
604070462,0,0,0,0,0,0,0,0,0,0,0
604070463,0,0,0,0,0,0,0,0,0,0,0
604070464,0,0,0,0,0,0,0,0,0,0,0
604070465,1,0,0,0,0,0,0,0,0,0,0
604070466,1,0,0,0,0,0,0,0,0,0,0
604070467,2,0,0,0,0,0,0,0,0,0,0
604070468,0,0,0,0,0,0,0,0,0,0,0
604070469,0,0,0,0,0,0,0,0,0,0,0
604070470,0,0,0,0,0,0,0,0,0,0,0
604070471,0,0,0,0,0,0,0,0,0,0,0
604070472,1,0,1,1,0,2,0,2,0,2,0
604070473,0,0,0,0,0,0,0,0,0,0,0
604070474,0,0,0,0,0,0,0,0,0,0,0
604070475,2,2,2,0,0,2,0,0,0,2,0
604070476,2,0,0,0,0,0,0,0,0,0,0
604070477,2,0,0,0,0,0,0,0,0,0,0
604070478,1,0,0,0,0,0,0,0,0,0,0
604070479,0,0,0,0,0,0,0,0,0,0,0
604070480,1,0,0,0,0,0,0,0,0,0,0
604070481,2,0,0,0,0,0,0,0,0,0,0
604070482,2,0,0,0,0,0,0,0,0,0,0
604070483,2,0,0,0,0,0,0,0,0,0,0
604070484,1,0,0,0,0,0,0,0,0,0,0
604070485,0,0,0,0,0,0,0,0,0,0,0
604070486,0,2,2,2,2,0,0,0,0,0,0
604070487,0,0,0,0,0,0,0,0,0,0,0
604070488,2,0,2,0,0,0,0,0,0,0,0
604070489,0,0,0,0,0,0,0,0,0,0,0
604070490,2,0,0,0,0,0,0,0,0,2,0
604070491,2,0,1,0,0,0,0,0,0,0,0
604070492,1,0,2,0,0,0,0,0,1,1,0
604070493,0,-1,1,1,0,0,0,0,0,2,0
604070494,1,0,2,0,0,0,0,0,0,0,0
604070495,2,0,0,0,-2,0,0,0,0,1,0
604070496,2,0,0,0,0,0,0,0,0,0,0
604070497,0,0,0,0,0,0,0,0,0,0,0
604070498,0,0,0,0,0,0,0,0,0,0,0
604070499,0,0,0,0,0,0,0,0,0,0,0
604070500,0,0,0,0,0,0,0,0,0,0,0
604070501,0,0,0,0,0,0,0,0,0,0,0
604070502,2,2,2,0,2,0,0,0,0,0,0
604070503,0,0,0,-1,-1,0,0,0,0,0,0
604070504,0,0,0,0,0,0,0,0,0,0,0
604070505,2,0,0,0,0,0,0,0,0,0,0
604070506,0,0,0,0,0,0,0,0,0,0,0
604070507,0,0,0,0,0,0,2,0,0,0,0
604070508,0,0,0,0,0,0,0,0,0,0,0
604070509,0,0,0,0,0,0,0,0,0,0,0
604070510,0,0,0,0,0,0,0,0,0,0,0
604070511,1,0,0,0,0,0,0,0,0,0,0
604070512,2,0,0,0,0,0,0,0,0,0,0
604070513,1,0,0,0,0,0,0,0,0,0,0
604070514,1,0,0,0,0,0,0,0,0,0,0
604070515,1,0,0,0,0,0,0,0,0,0,0
604070516,2,0,0,0,0,0,0,0,0,0,0
604070517,0,0,0,0,0,0,0,0,0,0,0
604070518,0,2,0,0,0,0,0,0,0,0,0
604070519,1,0,0,0,0,0,0,0,0,0,0
604070520,1,0,0,0,0,0,0,0,0,0,0
604070521,0,0,0,0,0,0,0,0,0,0,0
604070522,0,0,0,0,0,0,2,0,0,0,0
604070523,0,0,0,0,0,0,0,0,0,0,0
604070524,0,0,0,0,0,0,0,0,0,0,0
604070525,0,0,0,0,0,0,0,0,0,2,0
604070526,1,0,0,0,0,0,0,0,0,0,0
604070527,1,0,0,0,0,0,0,0,0,0,0
