D_INTERVIEW,Q132,Q133,Q134,Q135,Q136,Q137,Q138
604070679,4,4,4,4,4,-1,4
604070680,3,3,4,4,4,4,4
604070681,3,1,4,4,4,4,4
604070682,2,3,3,4,3,-1,4
604070683,3,1,4,4,4,4,4
604070684,3,1,4,4,4,4,4
604070685,3,2,2,4,4,3,4
604070686,3,3,4,2,-1,3,-1
604070687,3,2,4,4,4,3,4
604070688,3,2,4,4,4,4,4
604070689,3,2,4,4,4,4,4
604070690,3,2,4,4,4,4,4
604070691,4,2,2,4,4,2,4
604070692,3,2,4,4,3,3,4
604070693,2,2,3,3,3,2,3
604070694,3,2,3,3,4,2,4
604070695,3,2,3,3,2,2,4
604070696,3,3,4,4,2,2,2
604070697,3,3,4,1,4,2,1
604070698,3,1,3,3,2,1,4
604070699,3,3,4,2,4,2,3
604070700,2,1,2,1,3,2,1
604070701,3,3,3,4,4,4,4
604070702,2,3,4,4,4,4,4
604070703,3,3,4,4,4,3,3
604070704,3,2,4,4,4,4,4
604070705,3,3,3,3,3,3,3
604070706,3,4,4,4,4,4,4
604070707,2,3,4,-1,4,4,4
604070708,1,4,4,4,4,4,4
604070709,3,3,-1,-2,4,4,4
604070710,4,4,4,4,4,4,4
604070711,3,4,4,4,4,4,4
604070712,3,4,4,4,4,4,4
604070713,3,4,4,4,4,4,4
604070714,3,4,4,4,4,4,4
604070715,4,4,4,4,4,4,4
604070716,4,3,3,3,4,4,4
604070717,4,3,-1,3,4,4,-1
604070718,4,4,4,4,4,4,4
604070719,4,4,4,4,4,4,4
604070720,3,2,4,4,4,3,4
604070721,4,3,4,4,4,4,4
604070722,3,3,4,4,4,4,4
604070723,4,4,4,2,4,4,4
604070724,3,3,3,4,4,3,4
604070725,3,3,4,4,4,4,4
604070726,3,2,3,3,2,2,2
604070727,3,3,3,3,3,3,3
604070728,4,4,4,4,4,4,4
604070729,2,1,3,1,1,1,1
604070730,2,2,4,3,3,3,3
604070731,4,4,4,4,4,4,4
604070732,3,3,4,4,4,4,4
604070733,3,2,3,3,3,3,3
604070734,3,2,3,2,4,3,3
604070735,3,3,3,3,3,3,3
604070736,3,2,-1,4,4,4,4
604070737,3,3,3,3,4,4,4
604070738,3,3,3,4,4,3,4
604070739,3,3,4,3,3,3,4
604070740,3,3,4,4,4,4,4
604070741,2,2,4,4,4,3,4
604070742,2,3,1,4,4,4,4
604070743,2,3,4,4,4,3,4
604070744,2,3,4,4,4,4,4
604070745,2,3,4,4,4,3,4
604070746,1,1,4,4,4,3,4
604070747,3,3,4,4,4,4,4
604070748,1,1,3,3,2,2,4
604070749,3,-1,2,4,3,-1,4
604070750,3,3,4,4,4,4,4
604070751,3,3,4,4,3,3,3
604070752,3,3,3,3,3,3,3
604070753,2,2,3,4,2,2,2
604070754,2,2,3,3,2,3,3
604070755,3,3,3,3,3,3,3
604070756,1,1,4,4,-1,4,-1
604070757,1,1,4,4,3,3,4
604070758,2,1,4,4,-1,3,-1
